13.843,14.315,15.086,8.5631,10.927,1
9.7672,13.204,15.355,7.3949,8.2377,1
24.675,22.825,20.202,24.534,26.415,1
9.8604,14.583,11.429,8.6579,8.8271,1
8.844,8.7234,6.5553,7.7872,7.886,1
7.1621,8.7208,5.8315,10.773,5.048,1
24.207,16.656,12.234,20.293,21.182,1
23.55,17.057,10.677,23.047,20.051,1
23.767,27.287,28.421,20.116,18.977,1
21.073,22.448,15.037,18.031,18.65,1
15.947,28.732,29.318,14.841,11.175,1
23.211,23.57,23.054,19.851,21.632,1
16.107,23.375,21.039,15.073,15.081,1
15.581,11.092,13.483,15.473,12.403,1
10.987,15.882,16.506,11.361,8.2938,1
21.848,19.064,20.009,24.1,19.764,1
13.216,16.439,18.218,11.326,12.355,1
11.989,15.1,15.948,12.494,8.4183,1
13.478,14.09,15.186,10.069,11.613,1
11.587,15.385,14.89,12.228,8.8323,1
10.487,9.4818,8.587,9.4175,5.0429,1
25.836,26.344,26.35,24.644,21.06,1
22.794,25.395,29.112,21.336,18.029,1
27.103,25.601,18.233,25.629,25.04,1
18.626,23.881,26.823,19.25,17.995,1
6.1193,11.314,5.7035,3.5937,2.5028,1
11.914,10.61,4.6782,12.04,8.3099,1
25.008,23.714,23.15,24.938,23.451,1
12.632,14.571,16.208,11.033,11.692,1
10.538,10.448,4.2521,6.5863,7.8982,1
23.457,24.609,20.901,22.932,21.579,1
28.648,25.632,26.877,31.236,26.486,1
6.4485,9.7201,7.4638,6.2556,2.8491,1
13.359,17.48,20.456,10.619,10.848,1
10.728,13.607,5.9519,7.7129,8.4512,1
12.227,26.004,22.013,10.303,11.785,1
15.619,21.249,23.414,16.021,14.12,1
4.7264,11.406,4.5596,5.7709,2.2912,1
12.871,11.042,14.251,11.479,9.2145,1
26.448,20.412,21.875,27.194,24.861,1
3.3057,8.1016,4.4076,6.1807,-0.94978,1
19.558,25.455,20.839,18.753,14.665,1
28.374,22.945,20.499,28.323,27.231,1
28.594,24.09,15.728,31.471,24.956,1
14.697,20.121,19.262,9.849,13.238,1
6.9481,9.3758,9.2032,5.2935,5.3833,1
13.244,9.7698,6.5581,15.446,12.369,1
14.302,11.634,13.365,13.755,11.593,1
8.1865,10.451,9.4054,9.0155,6.8291,1
15.965,25.715,22.332,12.618,14.22,1
10.587,10.377,9.6633,12.799,11.502,1
23.834,28.21,26.181,24.981,22.889,1
23.989,14.917,14.995,24.978,21.094,1
27.458,24.725,18.871,25.487,24.365,1
27.344,22.235,20.526,26.821,25.463,1
5.6004,10.438,3.3805,4.5284,4.4619,1
13.851,21.768,22.096,15.689,11.366,1
2.958,11.561,11.165,-0.31766,-0.31433,1
13.294,21.407,20.088,12.147,13.41,1
10.883,9.6914,5.8612,6.5509,8.6539,1
15.128,27.317,26.508,14.705,10.399,1
13.946,12.112,13.017,14.121,8.6899,1
15.121,26.847,28.952,12.967,13.408,1
8.0963,6.9796,4.0646,6.3392,5.3799,1
6.3297,10.203,11.966,7.8334,5.6414,1
14.235,18.649,14.096,12.807,12.276,1
8.6251,13.679,8.9142,5.3823,6.7729,1
13.012,21.664,17.151,10.873,12.166,1
23.579,22.153,18.546,21.304,20.422,1
22.517,17.855,16.799,22.552,20.428,1
23.692,24.594,20.462,22.305,22.019,1
12.949,14.411,13.117,13.901,11.819,1
15.976,24.112,20.783,14.663,16.427,1
9.8073,10.898,4.8244,8.5347,8.2449,1
25.989,18.338,14.341,25.815,22.871,1
20.645,26.75,19.649,19.311,18.088,1
15.479,15.782,15.926,13.781,12.245,1
6.7519,13.363,16.31,5.4001,5.6718,1
9.2826,8.8371,7.6945,10.898,7.1706,1
21.613,28.305,22.853,20.623,16.95,1
15.045,9.9163,3.8187,9.9273,13.587,1
26.334,24.42,19.736,23.12,24.71,1
22.085,22.225,24.283,21.253,21.869,1
13.725,18.152,21.961,15.57,11.482,1
16.581,26.061,23.512,11.104,14.207,1
10.127,8.372,3.7284,7.1706,8.617,1
6.9439,12.182,12.046,2.2539,6.1138,1
6.2709,12.048,5.7936,5.219,3.3233,1
24.257,19.614,18.112,22.661,19.715,1
6.7066,7.2656,9.0722,7.4451,5.7118,1
14.805,28.748,25.906,10.115,10.422,1
11.816,12.233,13.385,11.627,9.8088,1
13.442,12.516,11.985,13.065,12.126,1
14.962,16.521,16.831,16.894,12.936,1
19.161,22.841,20.315,18.687,18.461,1
24.814,21.897,17.108,24.337,22.28,1
12.693,14.92,13.389,13.678,9.9849,1
12.124,23.837,20.893,11.227,9.603,1
19.773,22.814,24.045,17.022,16.518,1
21.145,24.54,21.501,19.994,20.456,1
16.785,23.813,19.988,15.468,14.566,1
13.095,13.8,9.466,8.0932,11.477,1
13.133,16.762,13.947,9.5919,10.983,1
12.449,14.709,17.302,12.095,13.004,1
6.264,9.2946,3.3131,4.7938,5.1542,1
22.388,23.075,21.664,18.88,20.173,1
23.68,22.59,17.574,23.264,24.008,1
17.792,27.923,24.652,17.752,15.584,1
8.9021,13.268,16.909,9.744,7.2302,1
5.5969,10.152,7.4303,4.9652,3.0106,1
8.4178,10.404,3.3974,8.8287,6.4753,1
21.317,21.148,22.207,22.729,17.78,1
9.6261,8.8342,6.2091,4.1095,9.3581,1
27.384,17.346,14.056,28.709,26.476,1
22.747,27.844,26.706,19.968,21.696,1
12.809,13.133,14.601,12.236,11.568,1
17.1,22.839,21.28,18.013,15.786,1
12.407,14.121,8.9747,9.975,10.964,1
4.3754,10.848,7.5345,4.2318,1.277,1
18.907,25.44,24.5,18.877,15.499,1
15.212,19.082,14.524,13.537,9.8732,1
22.117,20.644,17.219,20.049,20.755,1
15.481,16.547,11.567,12.114,13.036,1
11.036,7.3834,3.2569,12.247,8.1866,1
23.637,25.101,23.349,22.779,22.247,1
15.576,17.779,14.849,15.015,18.031,1
27.769,25.023,20.791,26.133,23.188,1
25.954,19.927,18.523,28.098,21.211,1
9.6758,10.894,11.343,5.5911,6.5474,1
6.9686,11.508,7.0175,3.2211,4.3646,1
19.625,27.818,27.417,21.055,15.458,1
14.394,19.532,18.835,10.503,9.4221,1
13.161,16.634,13.514,8.7111,8.8293,1
26.828,23.191,27.209,27.436,26.264,1
8.2649,12.515,6.9841,8.428,4.3949,1
23.536,16.671,15.072,22.356,20.311,1
24.12,26.766,22.811,21.706,20.064,1
20.03,27.388,26.531,17.151,19.616,1
27.247,24.677,26.249,24.794,23.546,1
13.63,14.365,11.694,12.527,10.772,1
10.3,11.341,11.267,10.377,4.8645,1
15.438,13.942,15.992,13.313,13.807,1
24.063,17.763,16.547,19.854,21.169,1
12.751,13.584,6.4775,11.804,10.497,1
9.2366,16.169,17.183,6.7669,11.035,1
14.024,16.527,16.977,13.648,10.48,1
11.49,18.037,18.4,6.0851,11.609,1
13.673,19.273,15.521,11.042,11.315,1
15.656,21.025,16.458,15.634,15.801,1
18.419,23.878,22.25,15.486,15.169,1
12.693,12.702,14.165,14.551,13.851,1
5.7672,11.007,13.108,6.2578,1.4283,1
11.826,10.062,3.3933,9.1719,11.19,1
16.119,26.077,28.311,15.342,14.943,1
17.581,25.683,27.344,16.51,14.703,1
8.6496,12.918,13.401,4.985,7.1627,1
9.753,8.3756,6.9314,9.089,10.482,1
20.284,26.273,22.794,20.103,18.111,1
9.6528,8.7157,8.4589,11.157,9.0634,1
26.097,16.71,12.855,27.058,25.027,1
14.212,12.473,9.7511,9.7857,10.238,1
25.508,17.471,17.357,25.594,21.789,1
7.0459,12.435,15.112,8.3317,5.5684,1
16.989,24.746,22.164,15.059,12.94,1
17.512,20.498,18.371,14.928,14.498,1
12.768,20.091,16.549,12.573,10.561,1
19.335,22.335,22.783,17.831,15.528,1
24.999,24.01,20.2,23.13,24.384,1
29.236,19.678,13.767,27.572,27.405,1
7.0699,10.117,7.4566,5.17,4.0857,1
23.187,27.88,21.713,17.979,21.048,1
12.774,12.856,10.332,9.607,9.8392,1
17.259,27.04,20.61,17.141,15.176,1
12.722,16.461,18.962,11.761,12.938,1
15.492,24.701,21.896,16.046,10.257,1
4.8073,6.2824,5.4292,-0.65731,0.096777,1
6.9972,14.034,10.77,9.4117,4.5609,1
13.905,23.077,24.847,10.739,12.584,1
10.376,11.833,13.662,10.397,7.978,1
11.26,13.039,12.455,9.635,9.8167,1
6.5994,11.488,13.091,5.0918,4.1494,1
16.625,18.799,16.993,18.26,12.894,1
5.7683,11.809,11.477,5.0747,3.3196,1
13.951,24.88,22.088,12.683,13.077,1
22.212,24.613,24.598,16.642,21.061,1
20.278,31.247,31.948,18.742,18.39,1
11.299,12.632,11.601,7.7355,7.9247,1
17.113,26.787,24.119,15.448,15.372,1
12.212,16.706,11.383,9.1205,9.753,1
21.264,24.515,23.176,21.012,18.068,1
14.719,27.173,26.534,13.226,11.658,1
8.2072,14.266,11.489,4.5701,9.0639,1
10.887,12.53,11.592,8.9995,10.5,1
9.0474,11.199,13.42,8.7081,7.7138,1
